2,1,10
3,1,10
3,2,10
4,1,10
4,2,10
4,3,10
5,1,10
5,2,10
5,3,10
6,4,10
6,2,10
6,3,10
7,1,10
7,2,10
7,3,10
8,1,10
8,2,10
8,3,10
9,4,10
9,8,10
9,3,10
10,1,10
10,2,10
10,3,10
11,4,10
11,8,10
11,1,10
12,4,10
12,8,10
12,3,10
13,10,10
13,7,10
13,4,10
14,8,10
14,2,10
14,10,10
15,10,10
15,5,10
15,3,10
16,1,10
16,2,10
16,3,10
17,9,10
17,1,10
17,10,10
18,4,10
18,8,10
18,12,10
19,1,10
19,2,10
19,3,10
20,1,10
20,2,10
20,3,10
21,1,10
21,2,10
21,3,10
22,4,10
22,8,10
22,12,10
23,9,10
23,18,10
23,4,10
24,16,10
24,8,10
24,3,10
25,1,10
25,2,10
25,3,10
26,10,10
26,20,10
26,4,10
27,22,10
27,17,10
27,12,10
28,8,10
28,16,10
28,24,10
29,23,10
29,17,10
29,11,10
30,10,10
30,20,10
30,3,10
31,28,10
31,25,10
31,22,10
32,16,10
32,2,10
32,16,10
33,4,10
33,8,10
33,12,10
34,26,10
34,18,10
34,10,10
35,15,10
35,30,10
35,10,10
36,4,10
36,8,10
36,12,10
37,30,10
37,23,10
37,16,10
38,20,10
38,2,10
38,22,10
39,10,10
39,20,10
39,30,10
40,1,10
40,2,10
40,3,10
41,31,10
41,21,10
41,11,10
42,22,10
42,2,10
42,24,10
43,13,10
43,26,10
43,39,10
44,4,10
44,8,10
44,12,10
45,40,10
45,35,10
45,30,10
46,32,10
46,18,10
46,4,10
47,24,10
47,1,10
47,25,10
48,16,10
48,32,10
48,3,10
49,8,10
49,16,10
49,24,10
50,1,10
50,2,10
50,3,10
51,43,10
51,35,10
51,27,10
52,36,10
52,20,10
52,4,10
53,29,10
53,5,10
53,34,10
54,22,10
54,44,10
54,12,10
55,15,10
55,30,10
55,45,10
56,8,10
56,16,10
56,24,10
57,1,10
57,2,10
57,3,10
58,52,10
58,46,10
58,40,10
59,46,10
59,33,10
59,20,10
60,40,10
60,20,10
60,3,10
61,34,10
61,7,10
61,41,10
62,28,10
62,56,10
62,22,10
63,22,10
63,44,10
63,3,10
64,16,10
64,32,10
64,48,10
65,10,10
65,20,10
65,30,10
66,4,10
66,8,10
66,12,10
67,65,10
67,63,10
67,61,10
68,60,10
68,52,10
68,44,10
69,55,10
69,41,10
69,27,10
70,50,10
70,30,10
