23,9,1
35,15,1
41,11,1
47,25,1
57,2,1
59,46,1
67,63,1
69,55,1
71,45,1
81,76,1
82,62,1
87,17,1
89,44,1
92,4,1
99,12,1
103,91,1
107,51,1
109,1,1
113,61,1
117,30,1
119,10,1
121,111,1
127,19,1
129,39,1
131,7,1
137,115,1
138,124,1
145,75,1
151,98,1
157,86,1
158,84,1
159,5,1
161,73,1
163,74,1
165,70,1
167,31,1
168,64,1
169,142,1
171,3,1
173,54,1
174,156,1
176,48,1
178,132,1
179,126,1
183,34,1
184,96,1
185,90,1
189,22,1
190,60,1
191,18,1
192,16,1
195,20,1
196,24,1
197,6,1
198,8,1
203,186,1
205,175,1
206,194,1
207,193,1
209,155,1
210,170,1
212,188,1
213,135,1
214,130,1
216,152,1
218,110,1
219,143,1
220,180,1
221,95,1
222,134,1
223,182,1
224,80,1
225,125,1
226,122,1
227,65,1
228,201,1
229,33,1
231,13,1
232,40,1
233,101,1
234,166,1
236,164,1
237,29,1
240,160,1
242,154,1
248,208,1
249,204,1
250,150,1
251,149,1
252,148,1
253,147,1
256,114,1
257,172,1
258,26,1
261,139,1
264,144,1
265,140,1
267,133,1
268,128,1
269,244,1
270,120,1
272,254,1
273,246,1
274,262,1
275,100,1
277,271,1
279,239,1
281,255,1
282,211,1
284,116,1
287,118,1
288,112,1
291,36,1
292,32,1
293,28,1
294,106,1
295,105,1
296,266,1
297,217,1
298,102,1
300,200,1
301,285,1
303,299,1
304,278,1
305,241,1
306,94,1
307,93,1
308,276,1
309,263,1
310,97,1
312,88,1
314,177,1
315,85,1
316,202,1
317,83,1
318,238,1
319,162,1
321,79,1
323,77,1
324,215,1
325,230,1
326,235,1
327,146,1
328,181,1
329,313,1
332,68,1
334,260,1
335,280,1
336,259,1
337,320,1
339,245,1
340,289,1
341,123,1
342,58,1
345,199,1
346,333,1
347,53,1
348,104,1
349,153,1
350,338,1
351,49,1
352,243,1
353,330,1
355,302,1
356,343,1
357,43,1
358,42,1
360,286,1
361,78,1
362,38,1
363,37,1
364,108,1
365,344,1
367,66,1
369,311,1
370,247,1
371,187,1
372,56,1
373,27,1
374,52,1
375,50,1
376,72,1
377,368,1
379,378,1
380,136,1
381,322,1
382,359,1
383,290,1
385,384,1
386,14,1
388,354,1
389,387,1
390,141,1
393,21,1
394,366,1
395,392,1
396,331,1
397,391,1
399,283,1
400,398,1
13,7,2
19,2,2
29,11,2
31,22,2
46,18,2
47,1,2
51,35,2
63,3,2
67,61,2
69,41,2
73,39,2
75,25,2
77,30,2
81,71,2
83,53,2
85,60,2
91,17,2
97,12,2
101,93,2
106,82,2
109,37,2
111,90,2
113,9,2
114,58,2
118,20,2
119,43,2
121,74,2
122,68,2
127,117,2
128,32,2
131,21,2
141,95,2
142,133,2
147,65,2
148,16,2
149,55,2
150,100,2
151,143,2
153,129,2
156,88,2
158,94,2
159,87,2
161,78,2
163,59,2
164,52,2
165,45,2
166,136,2
169,155,2
173,162,2
174,104,2
175,103,2
176,144,2
177,138,2
178,137,2
182,36,2
183,102,2
186,160,2
187,26,2
191,54,2
193,42,2
195,10,2
196,8,2
199,6,2
201,197,2
202,194,2
204,180,2
205,185,2
208,192,2
209,99,2
210,79,2
211,189,2
216,184,2
217,115,2
218,146,2
219,105,2
220,140,2
228,116,2
230,170,2
231,107,2
233,167,2
234,98,2
236,92,2
237,179,2
238,235,2
239,221,2
240,80,2
241,225,2
242,232,2
243,157,2
244,224,2
246,154,2
252,44,2
253,215,2
254,38,2
256,248,2
258,168,2
260,207,2
261,255,2
262,152,2
265,135,2
266,134,2
267,132,2
268,264,2
271,203,2
272,229,2
274,126,2
275,125,2
276,96,2
277,123,2
278,250,2
279,84,2
280,223,2
282,72,2
283,227,2
284,214,2
285,145,2
286,56,2
287,226,2
288,48,2
290,49,2
292,108,2
293,291,2
294,24,2
295,245,2
296,281,2
297,206,2
298,190,2
299,4,2
301,198,2
302,269,2
306,188,2
307,212,2
309,200,2
311,89,2
312,251,2
313,247,2
314,172,2
316,315,2
319,317,2
321,139,2
322,320,2
324,76,2
325,323,2
326,222,2
327,304,2
329,213,2
330,70,2
333,308,2
334,66,2
335,130,2
336,64,2
338,124,2
341,305,2
342,259,2
343,303,2
344,112,2
345,110,2
346,310,2
347,257,2
348,181,2
349,331,2
350,50,2
353,339,2
354,352,2
355,340,2
356,263,2
357,86,2
358,351,2
359,270,2
360,120,2
362,332,2
366,34,2
367,33,2
369,62,2
370,171,2
371,337,2
373,364,2
374,289,2
375,365,2
376,372,2
377,23,2
378,273,2
380,40,2
381,57,2
382,318,2
383,361,2
384,300,2
385,15,2
386,28,2
388,328,2
389,249,2
390,363,2
391,27,2
392,379,2
393,14,2
395,5,2
397,368,2
398,387,2
399,394,2
400,396,2
11,1,3
21,2,3
33,4,3
34,26,3
37,30,3
42,22,3
43,39,3
53,5,3
57,3,3
58,46,3
59,20,3
61,41,3
63,44,3
69,27,3
71,19,3
74,60,3
78,10,3
79,15,3
86,82,3
93,28,3
97,24,3
98,16,3
99,8,3
101,89,3
105,65,3
107,23,3
113,51,3
115,110,3
117,13,3
121,77,3
123,31,3
125,75,3
131,129,3
133,67,3
134,130,3
135,83,3
137,126,3
139,122,3
143,114,3
144,48,3
146,70,3
147,106,3
148,104,3
149,102,3
150,50,3
152,136,3
153,94,3
160,80,3
162,76,3
169,25,3
171,141,3
175,100,3
177,174,3
178,88,3
179,84,3
182,72,3
184,64,3
186,56,3
187,52,3
189,66,3
190,40,3
193,14,3
194,36,3
197,18,3
201,195,3
202,170,3
203,185,3
207,165,3
209,173,3
210,91,3
212,164,3
213,161,3
214,158,3
216,120,3
217,166,3
219,206,3
220,211,3
221,218,3
222,90,3
223,85,3
224,128,3
225,157,3
227,226,3
228,172,3
229,55,3
232,168,3
233,35,3
234,176,3
236,205,3
237,49,3
239,181,3
244,156,3
246,62,3
247,231,3
249,241,3
252,192,3
253,250,3
254,95,3
255,180,3
256,32,3
258,191,3
259,81,3
260,140,3
265,215,3
266,263,3
268,200,3
269,124,3
271,116,3
272,112,3
273,108,3
274,119,3
276,248,3
279,242,3
281,251,3
283,68,3
285,230,3
287,154,3
288,257,3
289,145,3
292,188,3
294,151,3
295,240,3
296,208,3
297,29,3
298,204,3
299,167,3
300,238,3
304,96,3
306,199,3
308,290,3
309,277,3
310,270,3
311,282,3
312,262,3
313,87,3
314,301,3
315,163,3
316,291,3
319,235,3
320,261,3
324,307,3
325,243,3
326,305,3
327,73,3
328,267,3
329,142,3
331,138,3
332,103,3
334,323,3
336,196,3
337,284,3
339,183,3
340,286,3
341,118,3
343,109,3
344,245,3
345,342,3
346,54,3
347,159,3
348,330,3
349,335,3
350,322,3
351,278,3
354,92,3
355,338,3
356,132,3
357,127,3
359,333,3
360,47,3
362,303,3
363,111,3
365,364,3
366,361,3
368,302,3
369,293,3
370,280,3
371,367,3
375,275,3
376,317,3
377,358,3
379,155,3
380,318,3
381,38,3
382,198,3
383,17,3
384,374,3
385,45,3
387,353,3
388,12,3
389,386,3
391,9,3
392,321,3
393,7,3
394,352,3
395,372,3
396,373,3
397,378,3
398,6,3
399,264,3
400,390,3
7,2,4
9,3,4
13,4,4
21,19,4
31,25,4
37,16,4
39,10,4
49,8,4
51,27,4
59,33,4
62,28,4
67,65,4
73,32,4
79,5,4
82,72,4
87,69,4
89,43,4
91,63,4
93,56,4
94,61,4
106,34,4
107,105,4
111,23,4
113,70,4
117,98,4
118,46,4
122,102,4
126,22,4
127,57,4
134,132,4
135,125,4
136,112,4
137,104,4
138,110,4
139,88,4
140,100,4
142,64,4
143,85,4
145,40,4
148,60,4
151,45,4
152,96,4
153,35,4
154,30,4
155,115,4
162,66,4
164,144,4
165,149,4
166,38,4
167,133,4
169,124,4
171,116,4
172,168,4
173,108,4
174,52,4
175,50,4
180,120,4
181,76,4
183,121,4
184,129,4
186,84,4
187,78,4
188,48,4
194,193,4
197,103,4
199,198,4
200,1,4
202,190,4
204,196,4
205,158,4
208,160,4
210,150,4
