50,1,10
50,2,10
50,3,10
2,1,10
3,1,10
3,2,10
4,1,10
4,2,10
4,3,10
5,1,10
5,2,10
5,3,10
6,1,10
6,2,10
6,3,10
7,1,10
7,2,10
7,3,10
8,1,10
8,2,10
8,3,10
9,1,10
9,2,10
9,3,10
10,1,10
10,2,10
10,3,10
11,1,10
11,2,10
11,3,10
12,1,10
12,2,10
12,3,10
13,1,10
13,2,10
13,3,10
14,1,10
14,2,10
14,3,10
15,1,10
15,2,10
15,3,10
16,1,10
16,2,10
16,3,10
17,1,10
17,2,10
17,3,10
18,1,10
18,2,10
18,3,10
19,1,10
19,2,10
19,3,10
20,1,10
20,2,10
20,3,10
21,1,10
21,2,10
21,3,10
22,1,10
22,2,10
22,3,10
23,1,10
23,2,10
23,3,10
24,1,10
24,2,10
24,3,10
25,1,10
25,2,10
25,3,10
26,1,10
26,2,10
26,3,10
27,1,10
27,2,10
27,3,10
28,1,10
28,2,10
28,3,10
29,1,10
29,2,10
29,3,10
30,1,10
30,2,10
30,3,10
31,1,10
31,2,10
31,3,10
32,1,10
32,2,10
32,3,10
33,1,10
33,2,10
33,3,10
34,1,10
34,2,10
34,3,10
35,1,10
35,2,10
35,3,10
36,1,10
36,2,10
36,3,10
37,1,10
37,2,10
37,3,10
38,1,10
38,2,10
38,3,10
39,1,10
39,2,10
39,3,10
40,1,10
40,2,10
40,3,10
41,1,10
41,2,10
41,3,10
42,1,10
42,2,10
42,3,10
43,1,10
43,2,10
43,3,10
44,1,10
44,2,10
44,3,10
45,1,10
45,2,10
45,3,10
46,1,10
46,2,10
46,3,10
47,1,10
47,2,10
47,3,10
48,1,10
48,2,10
48,3,10
49,1,10
49,2,10
49,3,10
50,1,10
50,2,10
50,3,10
2,1,10
3,1,10
3,2,10
4,1,10
4,2,10
4,3,10
5,1,10
5,2,10
5,3,10
6,1,10
6,2,10
6,3,10
7,1,10
7,2,10
7,3,10
8,1,10
8,2,10
8,3,10
9,1,10
9,2,10
9,3,10
10,1,10
10,2,10
10,3,10
11,1,10
11,2,10
11,3,10
12,1,10
12,2,10
12,3,10
13,1,10
13,2,10
13,3,10
14,1,10
14,2,10
14,3,10
15,1,10
15,2,10
15,3,10
16,1,10
16,2,10
16,3,10
17,1,10
17,2,10
17,3,10
18,1,10
18,2,10
18,3,10
19,1,10
19,2,10
19,3,10
20,1,10
20,2,10
20,3,10
21,1,10
21,2,10
21,3,10
22,1,10
22,2,10
22,3,10
23,1,10
23,2,10
23,3,10
24,1,10
24,2,10
24,3,10
25,1,10
25,2,10
25,3,10
26,1,10
26,2,10
26,3,10
27,1,10
27,2,10
27,3,10
28,1,10
28,2,10
28,3,10
